Comprimento	Intensity
487.62	6854.55
487.82	6899.61
488.02	7051.16
488.22	6903.70
488.42	7100.31
488.63	7112.60
488.83	7002.01
489.03	6899.61
489.23	7079.83
489.43	6961.05
489.63	7067.54
489.83	6928.28
490.04	7079.83
490.24	6868.89
490.44	7141.27
490.64	6854.55
490.84	6834.07
491.04	7169.94
491.24	7018.39
491.44	6883.22
491.65	7002.01
491.85	6903.70
492.05	6838.17
492.25	7059.35
492.45	6897.56
492.65	6969.24
492.85	6813.59
493.05	6987.67
493.26	7120.79
493.46	6920.09
493.66	6832.02
493.86	6895.51
494.06	7100.31
494.26	7085.97
494.46	7034.77
494.66	7061.40
494.86	7053.20
495.07	7030.68
495.27	6954.90
495.47	7167.89
495.67	7042.96
495.87	7315.34
496.07	7264.15
496.27	7245.71
496.47	7272.34
496.67	7161.75
496.87	7389.07
497.08	7501.71
497.28	7411.60
497.48	7395.22
497.68	7528.33
497.88	7427.98
498.08	7575.44
498.28	7575.44
498.48	7389.07
498.68	7509.90
498.88	7473.04
499.08	7632.78
499.29	7782.28
499.49	7841.67
499.69	7747.47
499.89	7831.43
500.09	8050.57
500.29	7929.74
500.49	7950.21
500.69	8140.68
500.89	8001.41
501.09	7942.02
501.29	8112.00
501.49	7987.08
501.69	8279.94
501.89	8142.72
502.09	8224.64
502.30	8316.80
502.50	8255.36
502.70	8435.58
502.90	8476.54
