Comprimento	Intensity
459.28	1546.22
459.48	1468.39
459.68	1521.64
459.89	1458.15
460.09	1452.01
460.29	1562.60
460.50	1460.20
460.70	1480.68
460.90	1499.11
461.11	1474.54
461.31	1509.35
461.51	1597.42
461.72	1554.41
461.92	1480.68
462.12	1546.22
462.32	1525.74
462.53	1591.27
462.73	2000.87
462.93	1447.91
463.14	1578.98
463.34	1499.11
463.54	1517.54
463.75	1538.02
463.95	1409.00
464.15	1669.09
464.36	1468.39
464.56	1554.41
464.76	1439.72
464.96	1578.98
465.17	1443.82
465.37	1488.87
465.57	1460.20
465.78	1558.50
465.98	1507.30
466.18	1458.15
466.39	1472.49
466.59	1538.02
466.79	1456.11
466.99	1474.54
467.20	1488.87
467.40	1513.45
467.60	1456.11
467.81	1409.00
468.01	1562.60
468.21	1482.73
468.41	1513.45
468.62	1619.94
468.82	1447.91
469.02	1505.26
469.22	1476.59
469.43	1458.15
469.63	1484.78
469.83	1499.11
470.04	1550.31
470.24	1548.26
470.44	1513.45
470.64	1542.12
470.85	1458.15
471.05	1431.53
471.25	1546.22
471.45	1472.49
471.66	1572.84
471.86	1464.30
472.06	1464.30
472.26	1589.22
472.47	1488.87
472.67	1499.11
472.87	1521.64
473.07	1472.49
473.28	1449.96
473.48	1538.02
473.68	1562.60
473.88	1521.64
474.09	1595.37
474.29	1521.64
474.49	1589.22
474.69	1472.49
474.90	1458.15
475.10	1564.65
475.30	1603.56
475.50	1449.96
475.70	1423.34
475.91	1513.45
476.11	1472.49
476.31	1609.70
476.51	1515.50
476.72	1570.79
476.92	1474.54
477.12	1505.26
477.32	1464.30
477.53	1472.49
477.73	1513.45
477.93	1474.54
478.13	1501.16
478.33	1521.64
478.54	1523.69
478.74	1533.93
478.94	1591.27
479.14	1523.69
479.34	1611.75
479.55	1499.11
479.75	1583.08
479.95	1529.83
480.15	1538.02
480.35	1546.22
480.56	1546.22
480.76	1595.37
480.96	1523.69
481.16	1529.83
481.36	1531.88
481.57	1447.91
481.77	1488.87
481.97	1531.88
482.17	1513.45
482.37	1533.93
482.58	1447.91
482.78	1540.07
482.98	1544.17
483.18	1515.50
483.38	1529.83
483.58	1628.14
483.79	1619.94
483.99	1595.37
484.19	1488.87
484.39	1480.68
