Comprimento	Intensity
490.84	1542.12
491.04	1736.68
491.24	1578.98
491.44	1525.74
491.65	1587.18
491.85	1497.07
492.05	1587.18
492.25	1546.22
492.45	1554.41
492.65	1548.26
492.85	1636.33
493.05	1628.14
493.26	1538.02
493.46	1548.26
493.66	1656.81
493.86	1529.83
494.06	1538.02
494.26	1619.94
494.46	1578.98
494.66	1546.22
494.86	1464.30
495.07	1505.26
495.27	1490.92
495.47	1482.73
495.67	1482.73
495.87	1515.50
496.07	1474.54
496.27	1521.64
496.47	1546.22
496.67	1540.07
496.87	1499.11
497.08	1535.98
497.28	1648.61
497.48	1505.26
497.68	1605.61
497.88	1497.07
498.08	1482.73
498.28	1558.50
498.48	1472.49
498.68	1482.73
498.88	1513.45
499.08	1554.41
499.29	1587.18
499.49	1497.07
499.69	1447.91
499.89	1562.60
500.09	1499.11
500.29	1546.22
500.49	1550.31
500.69	1615.85
500.89	1505.26
501.09	1505.26
501.29	1562.60
501.49	1507.30
501.69	1499.11
501.89	1529.83
502.09	1572.84
502.30	1556.46
502.50	1540.07
502.70	1529.83
